Target No.,Receptor,Group,Protein,Mean pLDDT,Max PAE,Mean PAE,Median PAE,PAE Range(min-max),pTM,ipTM,ipTM_N,pTM_N,mean_pLDDT_N,median_PAE_N
16,ROR1,1,FN1,70.33016433816944,31.7,29.66050793045794,31.4,0.8-31.7,0.29,0.23,0.15625,0.015624999999999927,0.5280864504466486,0.006861063464837169
16,ROR1,2,ITGB1,74.84815668202765,31.73,22.25623410138248,26.89,0.75-31.73,0.53,0.21,0.12499999999999997,0.390625,0.6249020189652505,0.1615780445969125
16,ROR1,3,ANXA2,77.48805865921787,31.7,21.38954023750819,27.83,0.75-31.7,0.5,0.26,0.203125,0.34374999999999994,0.6814721924633298,0.1293310463121785
16,ROR1,4,LGALS3BP,74.3994279661017,31.7,22.14917001445346,26.66,0.75-31.7,0.52,0.22,0.140625,0.375,0.6152862599208486,0.16946826758147515
16,ROR1,5,MFGE8,70.3880701754386,31.72,19.62142913340654,22.78,0.75-31.72,0.54,0.56,0.6718750000000001,0.40625,0.5293273083607575,0.3025728987993139
16,ROR1,6,GAPDH,80.97762640449439,31.73,20.39112754071456,26.41,0.75-31.73,0.53,0.19,0.09375,0.390625,0.7562497616644794,0.1780445969125215
16,ROR1,7,LDHA,80.26568406205924,31.72,19.88368864150426,25.5,0.75-31.72,0.53,0.16,0.046875,0.390625,0.7409936263306017,0.20926243567753
16,ROR1,8,PKM,80.60812775330396,31.7,19.93364485289836,27.31,0.75-31.7,0.6,0.17,0.06250000000000001,0.4999999999999999,0.7483318150945858,0.1471698113207548
16,ROR1,9,PGK1,75.89768261964736,31.67,19.34553837344314,25.31,0.75-31.67,0.56,0.2,0.10937500000000001,0.43750000000000006,0.6473921965911158,0.21578044596912527
16,ROR1,10,TPI1,78.5867252396166,31.69,21.45884376690586,27.17,0.75-31.69,0.45,0.17,0.06250000000000001,0.26562499999999994,0.7050153996000768,0.15197255574614066
17,RON / MST1R,1,FN1,69.78154078435814,31.7,29.24751582727839,31.4,0.8-31.7,0.4,0.31,0.28125,0.1875,0.5163300557424518,0.006861063464837169
17,RON / MST1R,2,ITGB1,80.07062151394423,31.7,21.70036250853161,28.17,0.75-31.7,0.51,0.2,0.10937500000000001,0.35937499999999994,0.7368136521174727,0.11766723842195537
17,RON / MST1R,3,ANXA2,85.41108661417323,31.72,19.05254756649514,23.27,0.75-31.72,0.62,0.24,0.17187499999999997,0.5312499999999999,0.8512539002368151,0.28576329331046313
17,RON / MST1R,4,MFGE8,83.46165250965251,31.69,19.64581934675989,23.75,0.75-31.69,0.62,0.26,0.203125,0.5312499999999999,0.8094796879862579,0.26929674099485423
17,RON / MST1R,5,THBS1,76.24808122424956,31.72,23.08685995743783,28.75,0.75-31.72,0.51,0.66,0.828125,0.35937499999999994,0.6549008503317101,0.097770154373928
17,RON / MST1R,6,GAPDH,87.90652448657188,31.64,18.82994939965908,22.73,0.75-31.64,0.62,0.23,0.15625,0.5312499999999999,0.904728368082595,0.3042881646655232
17,RON / MST1R,7,ALDOA,88.08783011583012,31.69,18.82872309595862,22.66,0.75-31.69,0.62,0.24,0.17187499999999997,0.5312499999999999,0.9086135467717801,0.3066895368782161
17,RON / MST1R,8,LDHA,87.85764053840064,31.69,18.32460954920764,21.14,0.75-31.69,0.64,0.26,0.203125,0.5625,0.9036808392526567,0.3588336192109777
17,RON / MST1R,9,ENO1,89.01742857142857,31.61,18.98527535321821,23.97,0.75-31.61,0.6,0.24,0.17187499999999997,0.4999999999999999,0.9285338113767266,0.2617495711835335
17,RON / MST1R,10,TKT,89.69857142857144,31.7,19.66141803690066,26.02,0.75-31.7,0.56,0.24,0.17187499999999997,0.43750000000000006,0.9431299478766741,0.19142367066895372
18,CSPG4,1,FN1,66.18847062739225,31.7,30.39825569099004,31.5,0.8-31.7,0.33,0.31,0.28125,0.07812499999999999,0.4393345445732562,0.0034305317324185847
18,CSPG4,2,THBS1,72.03515105973025,31.7,29.35682677297038,31.5,0.8-31.7,0.35,0.26,0.203125,0.10937499999999992,0.5646224262078678,0.0034305317324185847
18,CSPG4,3,MFGE8,73.26508649651507,31.7,28.83032635837349,31.4,0.8-31.7,0.3,0.23,0.15625,0.03124999999999994,0.5909785794482271,0.006861063464837169
18,CSPG4,4,ITGB1,72.20715663185959,31.7,28.65270645393528,31.3,0.8-31.7,0.35,0.22,0.140625,0.10937499999999992,0.5683083149802796,0.010291595197255643
18,CSPG4,5,LGALS3BP,72.51872657957135,31.7,28.86214442730144,31.4,0.8-31.7,0.32,0.26,0.203125,0.062499999999999965,0.5749849136385379,0.006861063464837169
18,CSPG4,6,GAPDH,74.88993724279835,31.7,28.3109783571014,31.3,0.8-31.7,0.33,0.27,0.21875000000000003,0.07812499999999999,0.6257973300760674,0.010291595197255643
18,CSPG4,7,LDHA,75.5850043632257,31.7,28.60414521198764,31.4,0.8-31.7,0.31,0.26,0.203125,0.04687499999999995,0.6406918481055724,0.006861063464837169
18,CSPG4,8,PGK1,75.27475636545182,31.7,28.70421839551521,31.4,0.8-31.7,0.31,0.24,0.17187499999999997,0.04687499999999995,0.6340435773693307,0.006861063464837169
18,CSPG4,9,PKM,74.91047412353923,31.7,28.63079357982773,31.4,0.8-31.7,0.34,0.22,0.140625,0.09375,0.6262374126687769,0.006861063464837169
18,CSPG4,10,ALDOA,75.29430858362556,31.7,28.12741516485901,31.2,0.8-31.7,0.34,0.24,0.17187499999999997,0.09375,0.634462559734554,0.013722126929674117
19,IGF1R,1,FN1,69.39158967033794,31.7,29.74193310727334,31.5,0.8-31.7,0.33,0.29,0.24999999999999994,0.07812499999999999,0.507973835562121,0.0034305317324185847
19,IGF1R,2,ITGB1,73.02430254184749,31.7,24.90250088689658,29.08,0.75-31.7,0.41,0.27,0.21875000000000003,0.20312499999999992,0.5858188461669193,0.08644939965694698
19,IGF1R,3,ANXA2,77.06368167202572,31.69,23.19091886715399,27.77,0.75-31.69,0.4,0.22,0.140625,0.1875,0.672378263976029,0.1313893653516296
19,IGF1R,4,MFGE8,74.38895193065406,31.69,23.50286173100318,27.92,0.75-31.69,0.46,0.19,0.09375,0.28125,0.6150617700920726,0.12624356775300172
19,IGF1R,5,LGALS3BP,72.96143342391305,31.7,24.696350808387,28.97,0.75-31.7,0.4,0.2,0.10937500000000001,0.1875,0.5844716306490887,0.09022298456260724
19,IGF1R,6,GAPDH,80.27620967741936,31.67,23.26686408038502,28.36,0.75-31.67,0.39,0.17,0.06250000000000001,0.17187499999999997,0.7412191786019515,0.11114922813036021
19,IGF1R,7,ENO1,80.50038088125467,31.66,23.12794627314867,28.66,0.75-31.66,0.42,0.2,0.10937500000000001,0.21874999999999992,0.7460229190452745,0.10085763293310468
19,IGF1R,8,LDHA,79.68236863379143,31.7,23.01287065677061,28.05,0.75-31.7,0.41,0.19,0.09375,0.20312499999999992,0.7284938232067228,0.12178387650085765
19,IGF1R,9,PGK1,76.8444099848714,31.67,23.5584780429414,28.69,0.75-31.67,0.39,0.17,0.06250000000000001,0.17187499999999997,0.6676795147449159,0.09982847341337908
19,IGF1R,10,TPI1,79.23662911611785,31.69,22.73417608559183,26.98,0.75-31.69,0.44,0.3,0.26562499999999994,0.24999999999999994,0.718942119367862,0.15849056603773592
20,CXCR4,1,FN1,70.28219539968117,31.7,29.03897915856839,31.4,0.8-31.7,0.32,0.33,0.3125,0.062499999999999965,0.5270585292600869,0.006861063464837169
20,CXCR4,2,LGALS3BP,77.27178454842219,31.72,20.4652783990736,24.44,0.75-31.72,0.53,0.26,0.203125,0.390625,0.6768376779712892,0.24562607204116638
20,CXCR4,3,ANXA2,79.8154558610709,31.72,16.38252154535992,18.25,0.75-31.72,0.59,0.3,0.26562499999999994,0.4843749999999999,0.7313457349832319,0.45797598627787306
20,CXCR4,4,MFGE8,78.47393854748603,31.7,19.18838665693954,23.84,0.75-31.7,0.46,0.17,0.06250000000000001,0.28125,0.7025985057921894,0.26620926243567755
20,CXCR4,5,ITGB1,77.93996226415096,31.72,21.21130661267355,25.42,0.75-31.72,0.53,0.25,0.1875,0.390625,0.6911559858603413,0.21200686106346478
20,CXCR4,6,GAPDH,82.95055312954877,31.7,17.43977125616301,23.64,0.75-31.7,0.55,0.26,0.203125,0.421875,0.7985273947355809,0.2730703259005146
20,CXCR4,7,LDHA,80.35921052631579,31.7,16.90780917632776,21.19,0.75-31.7,0.57,0.26,0.203125,0.4531249999999999,0.7429977948017684,0.3571183533447684
20,CXCR4,8,PKM,82.93285298398835,31.7,17.45721026169091,23.69,0.75-31.7,0.55,0.26,0.203125,0.421875,0.7981481002337603,0.2713550600343053
20,CXCR4,9,ALDOA,81.5750279329609,31.69,17.35950731094535,23.52,0.75-31.69,0.56,0.19,0.09375,0.43750000000000006,0.7690514143036193,0.2771869639794169
20,CXCR4,10,ENO1,83.21526717557252,31.7,17.50123433949071,24.67,0.75-31.7,0.6,0.18,0.07812499999999999,0.4999999999999999,0.8041999233522991,0.23773584905660372
