Target No.,Receptor,Group,Protein,ipTM_N,pTM_N,median_PAE_N,mean_pLDDT_N,AFS_A_hypothesis,AFS_B_balanced,AFS_C_interface,AFS_D_PAE_aware,AFS_E_AFmultimer
15,MET / c-MET,7,LDHA,0.140625,0.546875,0.346483704974271,0.9011722026674672,0.3668358861462607,0.39744132139497423,0.3185155907641738,0.35941396126160097,0.221875
15,MET / c-MET,8,PGK1,0.59375,0.6406249999999999,0.5125214408233276,0.9089335261606007,0.6382182450475893,0.6365005670887557,0.6265204966983928,0.6207413907807255,0.603125
15,MET / c-MET,9,ALDOA,0.1875,0.5312499999999999,0.2970840480274442,0.9035912360799256,0.3801012926161055,0.40276799501747773,0.338817528410737,0.3669634332134814,0.25625
15,MET / c-MET,10,ENO1,0.1875,0.5312499999999999,0.2967409948542024,0.9034859447489824,0.38003404094047766,0.4026835906831878,0.33877269396031845,0.3668842934457387,0.25625
16,ROR1,1,FN1,0.15625,0.0156249999999999,0.0068610634648371,0.5280864504466486,0.16149212708672284,0.1469914302599647,0.15036975139114855,0.12839960773763226,0.128125
16,ROR1,2,ITGB1,0.1249999999999999,0.390625,0.1615780445969125,0.6249020189652505,0.2585970095343244,0.27370716176417004,0.23177300635621628,0.24871206081590752,0.17812499999999992
16,ROR1,3,ANXA2,0.203125,0.3437499999999999,0.1293310463121785,0.6814721924633298,0.2919329858163262,0.29527453813193516,0.2717053238775508,0.27135717850876867,0.23124999999999998
16,ROR1,4,LGALS3BP,0.140625,0.375,0.1694682675814751,0.6152862599208486,0.2630256791253486,0.27618659250442235,0.23785045275023237,0.2524535295083799,0.1875
16,ROR1,5,MFGE8,0.6718750000000001,0.40625,0.3025728987993139,0.5293273083607575,0.5419725310740108,0.5102261760139765,0.5675650207160072,0.5173535605959386,0.6187500000000001
16,ROR1,6,GAPDH,0.09375,0.390625,0.1780445969125215,0.7562497616644794,0.2651441537865501,0.28420263363217624,0.2278044358577001,0.25107764554895223,0.153125
16,ROR1,7,LDHA,0.046875,0.390625,0.20926243567753,0.7409936263306017,0.24410090930121975,0.2694077810850963,0.2012756062008132,0.23470184976856617,0.115625
16,ROR1,8,PKM,0.0625,0.4999999999999999,0.1471698113207548,0.7483318150945858,0.26557524396230103,0.2916837345283388,0.22705016264153405,0.2573921437736095,0.14999999999999997
16,ROR1,9,PGK1,0.109375,0.4375,0.2157804459691252,0.6473921965911158,0.27166339638403614,0.2933899186824924,0.23944226425602413,0.2664890588529366,0.17500000000000002
16,ROR1,10,TPI1,0.0625,0.2656249999999999,0.1519725557461406,0.7050153996000768,0.2129231933019326,0.2275530710892396,0.1763237955346217,0.19542730110923578,0.10312499999999998
17,RON / MST1R,1,FN1,0.28125,0.1875,0.0068610634648371,0.5163300557424518,0.25660366788109334,0.23819672105433518,0.2585691119207289,0.2264427182672126,0.2625
17,RON / MST1R,2,ITGB1,0.109375,0.3593749999999999,0.1176672384219553,0.7368136521174727,0.2547346335809142,0.26764924550201197,0.2229480890539428,0.2362773128961383,0.159375
17,RON / MST1R,3,ANXA2,0.1718749999999999,0.5312499999999999,0.2857632933104631,0.8512539002368151,0.36274007903209166,0.3864032436976148,0.32307671935472776,0.3524342986857741,0.2437499999999999
17,RON / MST1R,4,MFGE8,0.203125,0.5312499999999999,0.2692967409948542,0.8094796879862579,0.3696289643471668,0.3893438013969095,0.3360026428981112,0.3590260669975966,0.26875
17,RON / MST1R,5,THBS1,0.828125,0.3593749999999999,0.097770154373928,0.6549008503317101,0.5988381507058457,0.5388829084245421,0.6440171004705638,0.5475441159079566,0.7343750000000001
17,RON / MST1R,6,GAPDH,0.15625,0.5312499999999999,0.3042881646655232,0.904728368082595,0.3657274799122177,0.3918793881454939,0.3209016532748118,0.35445546974136416,0.23124999999999998
17,RON / MST1R,7,ALDOA,0.1718749999999999,0.5312499999999999,0.3066895368782161,0.90861354677178,0.37448296254749935,0.39919243939141014,0.33090530836499954,0.3623555120528211,0.2437499999999999
17,RON / MST1R,8,LDHA,0.203125,0.5625,0.3588336192109777,0.9036808392526569,0.4034396687695452,0.4291938497300941,0.36062644584636344,0.3941660577674612,0.275
17,RON / MST1R,9,ENO1,0.1718749999999999,0.4999999999999999,0.2617495711835335,0.9285338113767266,0.36448000738403896,0.38537998594321565,0.3221533382560259,0.3475470453743793,0.2374999999999999
17,RON / MST1R,10,TKT,0.1718749999999999,0.4375,0.1914236706689537,0.943129947876674,0.3436205427818441,0.3578792263152918,0.3040803618545627,0.3193164789214581,0.22499999999999992
18,CSPG4,1,FN1,0.28125,0.0781249999999999,0.0034305317324185,0.4393345445732562,0.22266476144585118,0.19861753803247212,0.22865150763056744,0.1907133108038093,0.24062499999999998
18,CSPG4,2,THBS1,0.203125,0.1093749999999999,0.0034305317324185,0.5646224262078678,0.20864544369104293,0.19397322027766384,0.20055529579402862,0.17589834896727047,0.18437499999999998
18,CSPG4,3,MFGE8,0.15625,0.0312499999999999,0.0068610634648371,0.5909785794482271,0.17405094643695962,0.16033149961020143,0.1597839642913064,0.13859507063779009,0.13124999999999998
18,CSPG4,4,ITGB1,0.140625,0.1093749999999999,0.0102915951972556,0.5683083149802796,0.17897748652663026,0.17089831628649305,0.16410999101775348,0.14951415053747905,0.134375
18,CSPG4,5,LGALS3BP,0.203125,0.0624999999999999,0.0068610634648371,0.5749849136385379,0.20133939656550623,0.18449494973874808,0.19255959771033748,0.16590195405682118,0.175
18,CSPG4,6,GAPDH,0.21875,0.0781249999999999,0.0102915951972556,0.6257973300760674,0.22041333879099842,0.2029591685508612,0.2104838925273323,0.18260680204705784,0.190625
18,CSPG4,7,LDHA,0.203125,0.0468749999999999,0.0068610634648371,0.6406918481055724,0.20807043673556141,0.19044473990880326,0.19600529115704096,0.16856639750352465,0.171875
18,CSPG4,8,PGK1,0.1718749999999999,0.0468749999999999,0.0068610634648371,0.6340435773693307,0.1914481961251251,0.17694749929836695,0.1765904640834167,0.15383907042990042,0.14687499999999992
18,CSPG4,9,PKM,0.140625,0.09375,0.0068610634648371,0.6262374126687769,0.1840272714200421,0.17499532459328393,0.1664348476133614,0.1507147039598451,0.13125
18,CSPG4,10,ALDOA,0.1718749999999999,0.09375,0.0137221269296741,0.634462559734554,0.20191520299963417,0.19010130934611788,0.18669346866642272,0.16697193135939017,0.15624999999999994
19,IGF1R,1,FN1,0.2499999999999999,0.0781249999999999,0.0034305317324185,0.507973835562121,0.21733565509418085,0.19641343168080178,0.21676543672945386,0.18351473990269573,0.2156249999999999
19,IGF1R,2,ITGB1,0.21875,0.2031249999999999,0.0864493996569469,0.5858188461669193,0.25084023687357987,0.24344395685642722,0.2391018245823866,0.22509051454808127,0.215625
19,IGF1R,3,ANXA2,0.140625,0.1875,0.1313893653516296,0.672378263976029,0.2283776443991488,0.23025961266673026,0.20225176293276587,0.20367194946792883,0.15000000000000002
19,IGF1R,4,MFGE8,0.09375,0.28125,0.1262435677530017,0.6150617700920726,0.21432080067676113,0.22532047906441124,0.18663053378450742,0.1992548905598076,0.13125
19,IGF1R,5,LGALS3BP,0.109375,0.1875,0.0902229845626072,0.5844716306490887,0.1933916922817544,0.19634034150988477,0.1705944615211696,0.17258550997743033,0.125
19,IGF1R,6,GAPDH,0.0625,0.1718749999999999,0.1111492281303602,0.7412191786019515,0.19348026100984672,0.20138147241636473,0.15711184067323114,0.16744551348626718,0.08437499999999998
19,IGF1R,7,ENO1,0.109375,0.2187499999999999,0.1008576329331046,0.7460229190452745,0.22546958279675683,0.23051246444341206,0.1940630551978379,0.19868006849114833,0.13124999999999998
19,IGF1R,8,LDHA,0.09375,0.2031249999999999,0.1217838765008576,0.7284938232067228,0.21504165495613703,0.22191209878117993,0.18190276997075802,0.19017490762084377,0.11562499999999999
19,IGF1R,9,PGK1,0.0625,0.1718749999999999,0.099828473413379,0.6676795147449159,0.18075119822374425,0.18808637189441316,0.1486257988158295,0.15782739615716734,0.08437499999999998
19,IGF1R,10,TPI1,0.2656249999999999,0.2499999999999999,0.1584905660377359,0.718942119367862,0.31442740281083964,0.3082894311127264,0.2971182685405597,0.2856235751443333,0.2624999999999999
20,CXCR4,1,FN1,0.3125,0.0624999999999999,0.0068610634648371,0.5270585292600869,0.24883793890873857,0.2210559920819804,0.2533919592724924,0.21032806561897607,0.26249999999999996
20,CXCR4,2,LGALS3BP,0.203125,0.390625,0.2456260720411663,0.6768376779712892,0.3180570625018683,0.32955711610392663,0.29224637500124556,0.3058714822053622,0.240625
20,CXCR4,3,ANXA2,0.2656249999999999,0.4843749999999999,0.457975986277873,0.7313457349832319,0.40808575818916565,0.42864080750305933,0.37518217212611044,0.4053547707538977,0.3093749999999999
20,CXCR4,4,MFGE8,0.0625,0.28125,0.2662092624356775,0.7025985057921894,0.23282116523418,0.2539441283559639,0.1906307768227867,0.22193920306635445,0.10625000000000001
20,CXCR4,5,ITGB1,0.1875,0.390625,0.2120068610634647,0.6911559858603413,0.30734942703857093,0.31873102009174414,0.28094128469238056,0.2935482207987271,0.22812500000000002
20,CXCR4,6,GAPDH,0.203125,0.421875,0.2730703259005146,0.7985273947355809,0.34667715809541433,0.36111192439044004,0.31340977206360954,0.33134180465366103,0.246875
20,CXCR4,7,LDHA,0.203125,0.4531249999999999,0.3571183533447684,0.7429977948017684,0.3572049222219805,0.37740458988921893,0.3225116148146536,0.3504109501491305,0.253125
20,CXCR4,8,PKM,0.203125,0.421875,0.2713550600343053,0.7981481002337603,0.3463629740402098,0.3607119770419251,0.31320031602680654,0.33096082203023713,0.246875
20,CXCR4,9,ALDOA,0.09375,0.4375,0.2771869639794169,0.7690514143036193,0.29131075674245543,0.3176701049414263,0.24837383782830363,0.2839050342262453,0.16250000000000003
20,CXCR4,10,ENO1,0.0781249999999999,0.4999999999999999,0.2377358490566037,0.8041999233522991,0.2953528658613353,0.3244271583141655,0.2510685772408902,0.2881234121465506,0.1624999999999999
